id,name,type,primary_color,shape,legendary,mega_evolution,alolan_form,galarian_form,gigantamax,image_path
1,Ivysaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0001-Ivysaur-2/front/shiny/2-gen5.png
1,Ivysaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0001-Ivysaur-2/front/shiny/2-gen4_dp.png
1,Ivysaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0001-Ivysaur-2/front/shiny/2-gen4_hs.png
1,Ivysaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0001-Ivysaur-2/front/shiny/2-gen4_dp-frame2.png
1,Ivysaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0001-Ivysaur-2/front/normal/2-gen4_hs-frame2.png
1,Ivysaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0001-Ivysaur-2/front/normal/2-gen3_fl.png
1,Ivysaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0001-Ivysaur-2/front/normal/2-gen3_e.png
1,Ivysaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0001-Ivysaur-2/front/normal/2-gen3_e-frame2.png
1,Ivysaur,Grass,Blue,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0001-Ivysaur-2/front/normal/2-gen5.png
1,Ivysaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0001-Ivysaur-2/front/normal/2-gen4_dp.png
1,Ivysaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0001-Ivysaur-2/front/normal/2-gen4_hs.png
1,Ivysaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0001-Ivysaur-2/front/normal/2-gen4_dp-frame2.png
2,Venusaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0002-Venusaur-3/front/shiny/3-gen4_dp-frame2.png
2,Venusaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0002-Venusaur-3/front/shiny/3-gen4_hs.png
2,Venusaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0002-Venusaur-3/front/shiny/3-gen4_dp.png
2,Venusaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0002-Venusaur-3/front/shiny/3-gen3_e-frame2.png
2,Venusaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0002-Venusaur-3/front/shiny/3-gen3_fl.png
2,Venusaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0002-Venusaur-3/front/shiny/3-gen5.png
2,Venusaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0002-Venusaur-3/front/shiny/3-gen4_hs-frame2.png
2,Venusaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0002-Venusaur-3/front/shiny/3-gen3_e.png
2,Venusaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0002-Venusaur-3/front/normal/3-gen4_dp-frame2.png
2,Venusaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0002-Venusaur-3/front/normal/3-gen4_hs.png
2,Venusaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0002-Venusaur-3/front/normal/3-gen4_dp.png
2,Venusaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0002-Venusaur-3/front/normal/3-gen3_e-frame2.png
2,Venusaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0002-Venusaur-3/front/normal/3-gen3_fl.png
2,Venusaur,Grass,Blue,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0002-Venusaur-3/front/normal/3-gen5.png
2,Venusaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0002-Venusaur-3/front/normal/3-gen4_hs-frame2.png
2,Venusaur,Grass,Yellow & Green,Quadruped,FALSE,FALSE,FALSE,FALSE,FALSE,images/0002-Venusaur-3/front/normal/3-gen3_e.png
5,Charmander,Fire,Yellow & Green,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0005-Charmander-4/front/shiny/4-gen3_e-frame2.png
5,Charmander,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0005-Charmander-4/front/shiny/4-gen3_fl.png
5,Charmander,Fire,Yellow & Green,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0005-Charmander-4/front/shiny/4-gen3_e.png
5,Charmander,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0005-Charmander-4/front/shiny/4-gen5.png
5,Charmander,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0005-Charmander-4/front/normal/4-gen3_e-frame2.png
5,Charmander,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0005-Charmander-4/front/normal/4-gen4_hs-frame2.png
5,Charmander,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0005-Charmander-4/front/normal/4-gen3_fl.png
5,Charmander,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0005-Charmander-4/front/normal/4-gen3_e.png
5,Charmander,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0005-Charmander-4/front/normal/4-gen4_dp-frame2.png
5,Charmander,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0005-Charmander-4/front/normal/4-gen4_dp.png
5,Charmander,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0005-Charmander-4/front/normal/4-gen4_hs.png
5,Charmander,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0005-Charmander-4/front/normal/4-gen5.png
6,Charmeleon,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0006-Charmeleon-5/front/shiny/5-gen3_e-frame2.png
6,Charmeleon,Fire,Yellow & Green,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0006-Charmeleon-5/front/shiny/5-gen4_dp-frame2.png
6,Charmeleon,Fire,Yellow & Green,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0006-Charmeleon-5/front/shiny/5-gen5.png
6,Charmeleon,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0006-Charmeleon-5/front/shiny/5-gen3_fl.png
6,Charmeleon,Fire,Red,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0006-Charmeleon-5/front/normal/5-gen4_hs.png
6,Charmeleon,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0006-Charmeleon-5/front/normal/5-gen3_e.png
6,Charmeleon,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0006-Charmeleon-5/front/normal/5-gen3_e-frame2.png
6,Charmeleon,Fire,Red,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0006-Charmeleon-5/front/normal/5-gen4_dp-frame2.png
6,Charmeleon,Fire,Red,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0006-Charmeleon-5/front/normal/5-gen4_hs-frame2.png
6,Charmeleon,Fire,Red,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0006-Charmeleon-5/front/normal/5-gen3_fl.png
7,Charizard,Fire,Red & Purple,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0007-Charizard-6/front/shiny/6-gen5.png
7,Charizard,Fire,Red & Purple,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0007-Charizard-6/front/shiny/6-gen3_e-frame2.png
7,Charizard,Fire,Red & Purple,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0007-Charizard-6/front/shiny/6-gen4_dp-frame2.png
7,Charizard,Fire,Red & Purple,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0007-Charizard-6/front/shiny/6-gen4_dp.png
7,Charizard,Fire,Red & Purple,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0007-Charizard-6/front/shiny/6-gen4_hs.png
7,Charizard,Fire,Red & Purple,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0007-Charizard-6/front/shiny/6-gen4_hs-frame2.png
7,Charizard,Fire,Yellow & Green,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0007-Charizard-6/front/shiny/6-gen3_fl.png
7,Charizard,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0007-Charizard-6/front/normal/6-gen5.png
7,Charizard,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0007-Charizard-6/front/normal/6-gen3_e-frame2.png
7,Charizard,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0007-Charizard-6/front/normal/6-gen4_dp-frame2.png
7,Charizard,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0007-Charizard-6/front/normal/6-gen4_dp.png
7,Charizard,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0007-Charizard-6/front/normal/6-gen4_hs.png
7,Charizard,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0007-Charizard-6/front/normal/6-gen4_hs-frame2.png
7,Charizard,Fire,Red,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0007-Charizard-6/front/normal/6-gen3_fl.png
7,Charizard,Fire,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0007-Charizard-6/front/normal/6-gen3_e.png
11,Squirtle,Water,Blue,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0011-Squirtle-7/front/shiny/7-gen5.png
11,Squirtle,Water,Yellow & Green,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0011-Squirtle-7/front/shiny/7-gen3_fl.png
11,Squirtle,Water,Blue,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0011-Squirtle-7/front/shiny/7-gen3_e.png
11,Squirtle,Water,Blue,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0011-Squirtle-7/front/shiny/7-gen3_e-frame2.png
11,Squirtle,Water,Blue,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0011-Squirtle-7/front/shiny/7-gen4_dp-frame2.png
11,Squirtle,Water,Blue,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0011-Squirtle-7/front/shiny/7-gen4_hs.png
11,Squirtle,Water,Blue,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0011-Squirtle-7/front/shiny/7-gen4_dp.png
11,Squirtle,Water,Yellow & Green,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0011-Squirtle-7/front/normal/7-gen5.png
11,Squirtle,Water,Blue,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0011-Squirtle-7/front/normal/7-gen3_fl.png
11,Squirtle,Water,Yellow & Green,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0011-Squirtle-7/front/normal/7-gen3_e.png
11,Squirtle,Water,Yellow & Green,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0011-Squirtle-7/front/normal/7-gen3_e-frame2.png
11,Squirtle,Water,Yellow & Green,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0011-Squirtle-7/front/normal/7-gen4_hs-frame2.png
11,Squirtle,Water,Yellow & Green,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0011-Squirtle-7/front/normal/7-gen4_dp-frame2.png
11,Squirtle,Water,Yellow & Green,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0011-Squirtle-7/front/normal/7-gen4_hs.png
11,Squirtle,Water,Yellow & Green,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0011-Squirtle-7/front/normal/7-gen4_dp.png
12,Wartortle,Water,White & Gray,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0012-Wartortle-8/front/normal/8-gen4_dp.png
12,Wartortle,Water,Blue,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0012-Wartortle-8/front/normal/8-gen4_hs.png
12,Wartortle,Water,Blue,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0012-Wartortle-8/front/normal/8-gen4_hs-frame2.png
12,Wartortle,Water,Blue,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0012-Wartortle-8/front/normal/8-gen5.png
13,Blastoise,Water,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0013-Blastoise-9/front/shiny/9-gen4_hs.png
13,Blastoise,Water,Red & Purple,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0013-Blastoise-9/front/shiny/9-gen4_dp.png
13,Blastoise,Water,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0013-Blastoise-9/front/shiny/9-gen4_hs-frame2.png
13,Blastoise,Water,Red & Purple,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0013-Blastoise-9/front/shiny/9-gen4_dp-frame2.png
13,Blastoise,Water,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0013-Blastoise-9/front/shiny/9-gen3_e.png
13,Blastoise,Water,Red & Purple,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0013-Blastoise-9/front/shiny/9-gen5.png
13,Blastoise,Water,Red,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0013-Blastoise-9/front/shiny/9-gen3_fl.png
13,Blastoise,Water,Blue,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0013-Blastoise-9/front/normal/9-gen4_hs.png
13,Blastoise,Water,Blue,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0013-Blastoise-9/front/normal/9-gen4_dp.png
13,Blastoise,Water,Blue,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0013-Blastoise-9/front/normal/9-gen4_dp-frame2.png
13,Blastoise,Water,Blue,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0013-Blastoise-9/front/normal/9-gen3_e.png
13,Blastoise,Water,Blue,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0013-Blastoise-9/front/normal/9-gen3_e-frame2.png
13,Blastoise,Water,Blue,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0013-Blastoise-9/front/normal/9-gen5.png
13,Blastoise,Water,Orange & Brown,Upright,FALSE,FALSE,FALSE,FALSE,FALSE,images/0013-Blastoise-9/front/normal/9-gen3_fl.png
16,Caterpie,Bug,Yellow & Green,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0016-Caterpie-10/front/shiny/10-gen4_dp-frame2.png
16,Caterpie,Bug,Yellow & Green,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0016-Caterpie-10/front/shiny/10-gen3_fl.png
16,Caterpie,Bug,Yellow & Green,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0016-Caterpie-10/front/shiny/10-gen4_hs.png
16,Caterpie,Bug,Yellow & Green,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0016-Caterpie-10/front/shiny/10-gen4_dp.png
16,Caterpie,Bug,Yellow & Green,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0016-Caterpie-10/front/shiny/10-gen3_e-frame2.png
16,Caterpie,Bug,Yellow & Green,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0016-Caterpie-10/front/shiny/10-gen5.png
16,Caterpie,Bug,Yellow & Green,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0016-Caterpie-10/front/shiny/10-gen4_hs-frame2.png
16,Caterpie,Bug,Yellow & Green,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0016-Caterpie-10/front/shiny/10-gen3_e.png
16,Caterpie,Bug,Yellow & Green,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0016-Caterpie-10/front/normal/10-gen4_dp-frame2.png
16,Caterpie,Bug,Yellow & Green,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0016-Caterpie-10/front/normal/10-gen3_fl.png
16,Caterpie,Bug,Yellow & Green,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0016-Caterpie-10/front/normal/10-gen4_hs.png
16,Caterpie,Bug,Yellow & Green,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0016-Caterpie-10/front/normal/10-gen4_dp.png
16,Caterpie,Bug,Yellow & Green,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0016-Caterpie-10/front/normal/10-gen3_e-frame2.png
16,Caterpie,Bug,Yellow & Green,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0016-Caterpie-10/front/normal/10-gen5.png
16,Caterpie,Bug,Yellow & Green,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0016-Caterpie-10/front/normal/10-gen4_hs-frame2.png
16,Caterpie,Bug,Yellow & Green,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0016-Caterpie-10/front/normal/10-gen3_e.png
17,Metapod,Bug,Red,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0017-Metapod-11/front/shiny/11-gen4_dp.png
17,Metapod,Bug,Red,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0017-Metapod-11/front/shiny/11-gen4_hs.png
17,Metapod,Bug,Red,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0017-Metapod-11/front/shiny/11-gen4_hs-frame2.png
17,Metapod,Bug,Red,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0017-Metapod-11/front/shiny/11-gen3_e.png
17,Metapod,Bug,Red,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0017-Metapod-11/front/shiny/11-gen3_fl.png
17,Metapod,Bug,Red,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0017-Metapod-11/front/shiny/11-gen5.png
17,Metapod,Bug,Red,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0017-Metapod-11/front/shiny/11-gen3_e-frame2.png
17,Metapod,Bug,Red,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0017-Metapod-11/front/shiny/11-gen4_dp-frame2.png
17,Metapod,Bug,Yellow & Green,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0017-Metapod-11/front/normal/11-gen4_dp.png
17,Metapod,Bug,Yellow & Green,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0017-Metapod-11/front/normal/11-gen4_hs.png
17,Metapod,Bug,Yellow & Green,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0017-Metapod-11/front/normal/11-gen4_hs-frame2.png
17,Metapod,Bug,Yellow & Green,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0017-Metapod-11/front/normal/11-gen3_e.png
17,Metapod,Bug,Yellow & Green,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0017-Metapod-11/front/normal/11-gen3_fl.png
17,Metapod,Bug,Yellow & Green,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0017-Metapod-11/front/normal/11-gen5.png
17,Metapod,Bug,Yellow & Green,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0017-Metapod-11/front/normal/11-gen3_e-frame2.png
17,Metapod,Bug,Yellow & Green,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0017-Metapod-11/front/normal/11-gen4_dp-frame2.png
18,Butterfree,Bug,Blue,Bug-Wings,FALSE,FALSE,FALSE,FALSE,FALSE,images/0018-Butterfree-12/front/shiny/12-gen4_hs-frame2.png
18,Butterfree,Bug,Red,Bug-Wings,FALSE,FALSE,FALSE,FALSE,FALSE,images/0018-Butterfree-12/front/shiny/12-gen4_hs.png
18,Butterfree,Bug,Orange & Brown,Bug-Wings,FALSE,FALSE,FALSE,FALSE,FALSE,images/0018-Butterfree-12/front/shiny/12-gen3_e.png
18,Butterfree,Bug,Blue,Bug-Wings,FALSE,FALSE,FALSE,FALSE,FALSE,images/0018-Butterfree-12/front/normal/12-gen4_hs-frame2.png
18,Butterfree,Bug,Red & Purple,Bug-Wings,FALSE,FALSE,FALSE,FALSE,FALSE,images/0018-Butterfree-12/front/normal/12-gen4_hs.png
18,Butterfree,Bug,Red & Purple,Bug-Wings,FALSE,FALSE,FALSE,FALSE,FALSE,images/0018-Butterfree-12/front/normal/12-gen4_dp.png
18,Butterfree,Bug,Red & Purple,Bug-Wings,FALSE,FALSE,FALSE,FALSE,FALSE,images/0018-Butterfree-12/front/normal/12-gen5.png
18,Butterfree,Bug,White & Gray,Bug-Wings,FALSE,FALSE,FALSE,FALSE,FALSE,images/0018-Butterfree-12/front/normal/12-gen3_e-frame2.png
18,Butterfree,Bug,White & Gray,Bug-Wings,FALSE,FALSE,FALSE,FALSE,FALSE,images/0018-Butterfree-12/front/normal/12-gen3_fl.png
18,Butterfree,Bug,White & Gray,Bug-Wings,FALSE,FALSE,FALSE,FALSE,FALSE,images/0018-Butterfree-12/front/normal/12-gen3_e.png
18,Butterfree,Bug,Blue,Bug-Wings,FALSE,FALSE,FALSE,FALSE,FALSE,images/0018-Butterfree-12/front/normal/12-gen4_dp-frame2.png
20,Weedle,Bug,Orange & Brown,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0020-Weedle-13/front/normal/13-gen3_fl.png
20,Weedle,Bug,Orange & Brown,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0020-Weedle-13/front/normal/13-gen3_e.png
20,Weedle,Bug,Orange & Brown,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0020-Weedle-13/front/normal/13-gen4_dp-frame2.png
20,Weedle,Bug,Orange & Brown,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0020-Weedle-13/front/normal/13-gen5.png
20,Weedle,Bug,Orange & Brown,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0020-Weedle-13/front/normal/13-gen3_e-frame2.png
20,Weedle,Bug,Orange & Brown,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0020-Weedle-13/front/normal/13-gen4_dp.png
20,Weedle,Bug,Orange & Brown,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0020-Weedle-13/front/normal/13-gen4_hs.png
20,Weedle,Bug,Orange & Brown,Armor,FALSE,FALSE,FALSE,FALSE,FALSE,images/0020-Weedle-13/front/normal/13-gen4_hs-frame2.png
21,Kakuna,Bug,Yellow & Green,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0021-Kakuna-14/front/shiny/14-gen5.png
21,Kakuna,Bug,Yellow & Green,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0021-Kakuna-14/front/shiny/14-gen4_hs.png
21,Kakuna,Bug,Yellow & Green,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0021-Kakuna-14/front/shiny/14-gen4_dp.png
21,Kakuna,Bug,Yellow & Green,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0021-Kakuna-14/front/shiny/14-gen3_e.png
21,Kakuna,Bug,Yellow & Green,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0021-Kakuna-14/front/shiny/14-gen4_hs-frame2.png
21,Kakuna,Bug,Yellow & Green,Squiggle,FALSE,FALSE,FALSE,FALSE,FALSE,images/0021-Kakuna-14/front/shiny/14-gen4_dp-frame2.png
