id,name,type,primary_color,shape,legendary,mega_evolution,alolan_form,galarian_form,gigantamax,image_path,image_exists,combined_label,type_id,primary_color_id,shape_id
100,Abra,Psychic,Yellow & Green,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0100-Abra-63/front/normal/63-gen3_e-frame2.png,False,Psychic_Yellow & Green_Upright,14,5,12
236,Ledian,Bug,Red,Wings,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0236-Ledian-166/front/normal/166-gen4_dp-frame2.png,False,Bug_Red_Wings,0,2,13
486,Groudon,Ground,Red,Upright,True,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0486-Groudon-383/front/normal/383-gen5.png,False,Ground_Red_Upright,10,2,12
245,Togepi,Fairy,Orange & Brown,Humanoid,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0245-Togepi-175/front/shiny/175-gen4_hs-frame2.png,False,Fairy_Orange & Brown_Humanoid,4,1,7
343,Mightyena,Dark,Yellow & Green,Quadruped,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0343-Mightyena-262/front/shiny/262-gen5.png,False,Dark_Yellow & Green_Quadruped,1,5,9
463,Walrein,Ice,Blue,Quadruped,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0463-Walrein-365/front/normal/365-gen3_e-frame2.png,False,Ice_Blue_Quadruped,11,0,9
323,Larvitar,Rock,Yellow & Green,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0323-Larvitar-246/front/normal/246-gen3_e.png,False,Rock_Yellow & Green_Upright,15,5,12
473,Beldum,Steel,Blue,Blob,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0473-Beldum-374/front/normal/374-gen3_e.png,False,Steel_Blue_Blob,16,0,3
290,Sneasel,Dark,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0290-Sneasel-215/front/normal/215-gen4_hs-frame2.png,False,Dark_Blue_Upright,1,0,12
58,Nidoran F,Poison,Blue,Quadruped,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0058-Nidoran F-29/front/normal/29-gen3_e.png,False,Poison_Blue_Quadruped,13,0,9
551,Happiny,Normal,Red & Purple,Humanoid,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0551-Happiny-440/front/normal/440-gen4_hs.png,False,Normal_Red & Purple_Humanoid,12,3,7
473,Beldum,Steel,White & Gray,Blob,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0473-Beldum-374/front/shiny/374-gen3_e.png,False,Steel_White & Gray_Blob,16,4,3
558,Munchlax,Normal,Blue,Humanoid,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0558-Munchlax-446/front/shiny/446-gen4_dp-frame2.png,False,Normal_Blue_Humanoid,12,0,7
464,Clamperl,Water,Blue,Ball,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0464-Clamperl-366/front/shiny/366-gen4_hs-frame2.png,False,Water_Blue_Ball,17,0,2
194,Ditto,Normal,Blue,Ball,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0194-Ditto-132/front/shiny/132-gen4_hs-frame2.png,False,Normal_Blue_Ball,12,0,2
104,Machop,Fighting,Yellow & Green,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0104-Machop-66/front/shiny/66-gen3_e.png,False,Fighting_Yellow & Green_Upright,5,5,12
200,Porygon,Normal,Red & Purple,Legs,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0200-Porygon-137/front/shiny/137-gen4_dp.png,False,Normal_Red & Purple_Legs,12,3,8
251,Ampharos,Electric,Yellow & Green,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0251-Ampharos-181/front/normal/181-gen4_dp.png,False,Electric_Yellow & Green_Upright,3,5,12
194,Ditto,Normal,Blue,Ball,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0194-Ditto-132/front/shiny/132-gen3_e.png,False,Normal_Blue_Ball,12,0,2
94,Primeape,Fighting,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0094-Primeape-57/front/shiny/57-gen4_hs-frame2.png,False,Fighting_Orange & Brown_Upright,5,1,12
412,Numel,Fire,Orange & Brown,Quadruped,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0412-Numel-322/front/shiny/322-gen3_e-frame2.png,False,Fire_Orange & Brown_Quadruped,6,1,9
723,Jellicent,Water,Red & Purple,Tentacles,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0723-Jellicent-593/front/normal/593-gen5.png,False,Water_Red & Purple_Tentacles,17,3,11
132,Doduo,Normal,Yellow & Green,Legs,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0132-Doduo-84/front/shiny/84-gen3_e-frame2.png,False,Normal_Yellow & Green_Legs,12,5,8
301,Delibird,Ice,Red,Wings,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0301-Delibird-225/front/normal/225-gen5.png,False,Ice_Red_Wings,11,2,13
402,Volbeat,Bug,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0402-Volbeat-313/front/shiny/313-gen4_dp-frame2.png,False,Bug_Blue_Upright,0,0,12
228,Totodile,Water,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0228-Totodile-158/front/normal/158-gen4_dp-frame2.png,False,Water_Blue_Upright,17,0,12
406,Swalot,Poison,Red & Purple,Arms,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0406-Swalot-317/front/normal/317-gen4_hs-frame2.png,False,Poison_Red & Purple_Arms,13,3,1
91,Psyduck,Water,Yellow & Green,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0091-Psyduck-54/front/normal/54-gen4_hs-frame2.png,False,Water_Yellow & Green_Upright,17,5,12
178,Staryu,Water,Orange & Brown,Blob,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0178-Staryu-120/front/normal/120-gen4_hs-frame2.png,False,Water_Orange & Brown_Blob,17,1,3
290,Sneasel,Dark,Red,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0290-Sneasel-215/front/shiny/215-gen4_dp.png,False,Dark_Red_Upright,1,2,12
735,Elgyem,Psychic,Yellow & Green,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0735-Elgyem-605/front/normal/605-gen5.png,False,Psychic_Yellow & Green_Upright,14,5,12
581,Magmortar,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0581-Magmortar-467/front/normal/467-gen4_dp.png,False,Fire_Orange & Brown_Upright,6,1,12
311,Stantler,Normal,Yellow & Green,Quadruped,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0311-Stantler-234/front/shiny/234-gen4_hs.png,False,Normal_Yellow & Green_Quadruped,12,5,9
213,Moltres,Fire,Red,Wings,True,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0213-Moltres-146/front/shiny/146-gen4_hs.png,False,Fire_Red_Wings,6,2,13
512,Luxio,Electric,Orange & Brown,Quadruped,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0512-Luxio-404/front/shiny/404-gen4_hs-frame2.png,False,Electric_Orange & Brown_Quadruped,3,1,9
263,Sunflora,Grass,Yellow & Green,Humanoid,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0263-Sunflora-192/front/shiny/192-gen4_dp.png,False,Grass_Yellow & Green_Humanoid,9,5,7
569,Finneon,Water,Blue,Fish,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0569-Finneon-456/front/normal/456-gen4_dp-frame2.png,False,Water_Blue_Fish,17,0,5
1012,Skwovet,Normal,Red,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/1012-Skwovet-819/front/shiny/819-gen8.png,False,Normal_Red_Upright,12,2,12
1014,Rookidee,Flying,Yellow & Green,Wings,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/1014-Rookidee-821/front/normal/821-gen8.png,False,Flying_Yellow & Green_Wings,7,5,13
332,Sceptile,Grass,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0332-Sceptile-254/front/shiny/254-gen4_dp-frame2.png,False,Grass_Blue_Upright,9,0,12
276,Pineco,Bug,Blue,Ball,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0276-Pineco-204/front/normal/204-gen4_dp-frame2.png,False,Bug_Blue_Ball,0,0,2
374,Nincada,Bug,Yellow & Green,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0374-Nincada-290/front/shiny/290-gen5.png,False,Bug_Yellow & Green_Armor,0,5,0
262,Sunkern,Grass,Yellow & Green,Ball,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0262-Sunkern-191/front/shiny/191-gen4_dp-frame2.png,False,Grass_Yellow & Green_Ball,9,5,2
190,Gyarados,Water,Blue,Squiggle,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0190-Gyarados-130/front/normal/130-gen3_e.png,False,Water_Blue_Squiggle,17,0,10
527,Pachirisu,Electric,Red & Purple,Quadruped,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0527-Pachirisu-417/front/shiny/417-gen4_hs.png,False,Electric_Red & Purple_Quadruped,3,3,9
98,Poliwhirl,Water,Blue,Humanoid,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0098-Poliwhirl-61/front/normal/61-gen4_hs-frame2.png,False,Water_Blue_Humanoid,17,0,7
463,Walrein,Ice,Blue,Quadruped,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0463-Walrein-365/front/normal/365-gen4_hs.png,False,Ice_Blue_Quadruped,11,0,9
99,Poliwrath,Water,Yellow & Green,Humanoid,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0099-Poliwrath-62/front/shiny/62-gen4_hs.png,False,Water_Yellow & Green_Humanoid,17,5,7
755,Pawniard,Dark,Blue,Humanoid,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0755-Pawniard-624/front/shiny/624-gen5.png,False,Dark_Blue_Humanoid,1,0,7
322,Suicune,Water,Blue,Quadruped,True,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0322-Suicune-245/front/normal/245-gen4_dp.png,False,Water_Blue_Quadruped,17,0,9
77,Paras,Bug,Orange & Brown,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0077-Paras-46/front/shiny/46-gen3_fl.png,False,Bug_Orange & Brown_Armor,0,1,0
640,Musharna,Psychic,Blue,Humanoid,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0640-Musharna-518/front/shiny/518-gen5.png,False,Psychic_Blue_Humanoid,14,0,7
111,Tentacool,Water,Blue,Tentacles,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0111-Tentacool-72/front/normal/72-gen4_dp-frame2.png,False,Water_Blue_Tentacles,17,0,11
594,Rotom,Electric,Orange & Brown,Ball,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0594-Rotom-479/front/shiny/479-gen4_hs-frame2.png,False,Electric_Orange & Brown_Ball,3,1,2
294,Magcargo,Fire,Red,Squiggle,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0294-Magcargo-219/front/shiny/219-gen4_hs-frame2.png,False,Fire_Red_Squiggle,6,2,10
143,Haunter,Ghost,Red & Purple,Arms,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0143-Haunter-93/front/normal/93-gen3_fl.png,False,Ghost_Red & Purple_Arms,8,3,1
249,Mareep,Electric,Red & Purple,Quadruped,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0249-Mareep-179/front/shiny/179-gen4_dp-frame2.png,False,Electric_Red & Purple_Quadruped,3,3,9
317,Magby,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0317-Magby-240/front/normal/240-gen4_hs-frame2.png,False,Fire_Orange & Brown_Upright,6,1,12
792,Braixen,Fire,Red & Purple,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0792-Braixen-654/front/shiny/654-gen6.png,False,Fire_Red & Purple_Upright,6,3,12
506,Staraptor,Normal,Orange & Brown,Wings,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0506-Staraptor-398/front/shiny/398-gen4_dp.png,False,Normal_Orange & Brown_Wings,12,1,13
883,Brionne,Water,Blue,Fish,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0883-Brionne-729/front/shiny/729-gen7.png,False,Water_Blue_Fish,17,0,5
516,Cranidos,Rock,Red & Purple,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0516-Cranidos-408/front/shiny/408-gen4_hs-frame2.png,False,Rock_Red & Purple_Upright,15,3,12
398,Manectric,Electric,Orange & Brown,Quadruped,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0398-Manectric-310/front/shiny/310-gen3_e.png,False,Electric_Orange & Brown_Quadruped,3,1,9
274,Wobbuffet,Psychic,Blue,Blob,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0274-Wobbuffet-202/front/normal/202-gen4_hs.png,False,Psychic_Blue_Blob,14,0,3
279,Gligar,Ground,Red & Purple,Wings,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0279-Gligar-207/front/normal/207-gen4_dp.png,False,Ground_Red & Purple_Wings,10,3,13
386,Sableye,Dark,Red & Purple,Humanoid,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0386-Sableye-302/front/normal/302-gen4_dp-frame2.png,False,Dark_Red & Purple_Humanoid,1,3,7
690,Yamask,Ghost,Blue,Arms,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0690-Yamask-562/front/shiny/562-gen5.png,False,Ghost_Blue_Arms,8,0,1
584,Leafeon,Grass,Orange & Brown,Quadruped,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0584-Leafeon-470/front/shiny/470-gen4_dp.png,False,Grass_Orange & Brown_Quadruped,9,1,9
443,Castform,Normal,Yellow & Green,Ball,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0443-Castform-351/front/shiny/351-gen5.png,False,Normal_Yellow & Green_Ball,12,5,2
61,Nidoran M,Poison,Blue,Quadruped,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0061-Nidoran M-32/front/shiny/32-gen5.png,False,Poison_Blue_Quadruped,13,0,9
313,Tyrogue,Fighting,Blue,Humanoid,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0313-Tyrogue-236/front/shiny/236-gen4_dp-frame2.png,False,Fighting_Blue_Humanoid,5,0,7
250,Flaaffy,Electric,Red & Purple,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0250-Flaaffy-180/front/shiny/180-gen4_dp-frame2.png,False,Electric_Red & Purple_Upright,3,3,12
527,Pachirisu,Electric,Blue,Quadruped,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0527-Pachirisu-417/front/normal/417-gen4_dp.png,False,Electric_Blue_Quadruped,3,0,9
96,Arcanine,Fire,Yellow & Green,Quadruped,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0096-Arcanine-59/front/shiny/59-gen4_hs.png,False,Fire_Yellow & Green_Quadruped,6,5,9
316,Elekid,Electric,Orange & Brown,Humanoid,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0316-Elekid-239/front/normal/239-gen4_dp-frame2.png,False,Electric_Orange & Brown_Humanoid,3,1,7
