id,name,type,primary_color,shape,legendary,mega_evolution,alolan_form,galarian_form,gigantamax,image_path,image_exists
5,Charmander,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0005-Charmander-4/front/normal/4-gen3_fl.png,False
5,Charmander,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0005-Charmander-4/front/normal/4-gen3_e.png,False
5,Charmander,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0005-Charmander-4/front/normal/4-gen4_dp-frame2.png,False
5,Charmander,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0005-Charmander-4/front/normal/4-gen4_dp.png,False
5,Charmander,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0005-Charmander-4/front/normal/4-gen4_hs.png,False
5,Charmander,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0005-Charmander-4/front/normal/4-gen5.png,False
6,Charmeleon,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0006-Charmeleon-5/front/shiny/5-gen3_e-frame2.png,False
6,Charmeleon,Fire,Yellow & Green,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0006-Charmeleon-5/front/shiny/5-gen4_dp-frame2.png,False
6,Charmeleon,Fire,Yellow & Green,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0006-Charmeleon-5/front/shiny/5-gen5.png,False
6,Charmeleon,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0006-Charmeleon-5/front/shiny/5-gen3_fl.png,False
6,Charmeleon,Fire,Red,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0006-Charmeleon-5/front/normal/5-gen4_hs.png,False
6,Charmeleon,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0006-Charmeleon-5/front/normal/5-gen3_e.png,False
6,Charmeleon,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0006-Charmeleon-5/front/normal/5-gen3_e-frame2.png,False
6,Charmeleon,Fire,Red,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0006-Charmeleon-5/front/normal/5-gen4_dp-frame2.png,False
6,Charmeleon,Fire,Red,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0006-Charmeleon-5/front/normal/5-gen4_hs-frame2.png,False
6,Charmeleon,Fire,Red,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0006-Charmeleon-5/front/normal/5-gen3_fl.png,False
7,Charizard,Fire,Red & Purple,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0007-Charizard-6/front/shiny/6-gen5.png,False
7,Charizard,Fire,Red & Purple,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0007-Charizard-6/front/shiny/6-gen3_e-frame2.png,False
7,Charizard,Fire,Red & Purple,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0007-Charizard-6/front/shiny/6-gen4_dp-frame2.png,False
7,Charizard,Fire,Red & Purple,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0007-Charizard-6/front/shiny/6-gen4_dp.png,False
7,Charizard,Fire,Red & Purple,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0007-Charizard-6/front/shiny/6-gen4_hs.png,False
7,Charizard,Fire,Red & Purple,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0007-Charizard-6/front/shiny/6-gen4_hs-frame2.png,False
7,Charizard,Fire,Yellow & Green,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0007-Charizard-6/front/shiny/6-gen3_fl.png,False
7,Charizard,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0007-Charizard-6/front/normal/6-gen5.png,False
7,Charizard,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0007-Charizard-6/front/normal/6-gen3_e-frame2.png,False
7,Charizard,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0007-Charizard-6/front/normal/6-gen4_dp-frame2.png,False
7,Charizard,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0007-Charizard-6/front/normal/6-gen4_dp.png,False
7,Charizard,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0007-Charizard-6/front/normal/6-gen4_hs.png,False
7,Charizard,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0007-Charizard-6/front/normal/6-gen4_hs-frame2.png,False
7,Charizard,Fire,Red,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0007-Charizard-6/front/normal/6-gen3_fl.png,False
7,Charizard,Fire,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0007-Charizard-6/front/normal/6-gen3_e.png,False
11,Squirtle,Water,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0011-Squirtle-7/front/shiny/7-gen5.png,False
11,Squirtle,Water,Yellow & Green,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0011-Squirtle-7/front/shiny/7-gen3_fl.png,False
11,Squirtle,Water,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0011-Squirtle-7/front/shiny/7-gen3_e.png,False
11,Squirtle,Water,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0011-Squirtle-7/front/shiny/7-gen3_e-frame2.png,False
11,Squirtle,Water,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0011-Squirtle-7/front/shiny/7-gen4_dp-frame2.png,False
11,Squirtle,Water,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0011-Squirtle-7/front/shiny/7-gen4_hs.png,False
11,Squirtle,Water,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0011-Squirtle-7/front/shiny/7-gen4_dp.png,False
11,Squirtle,Water,Yellow & Green,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0011-Squirtle-7/front/normal/7-gen5.png,False
11,Squirtle,Water,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0011-Squirtle-7/front/normal/7-gen3_fl.png,False
11,Squirtle,Water,Yellow & Green,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0011-Squirtle-7/front/normal/7-gen3_e.png,False
11,Squirtle,Water,Yellow & Green,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0011-Squirtle-7/front/normal/7-gen3_e-frame2.png,False
11,Squirtle,Water,Yellow & Green,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0011-Squirtle-7/front/normal/7-gen4_hs-frame2.png,False
11,Squirtle,Water,Yellow & Green,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0011-Squirtle-7/front/normal/7-gen4_dp-frame2.png,False
11,Squirtle,Water,Yellow & Green,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0011-Squirtle-7/front/normal/7-gen4_hs.png,False
11,Squirtle,Water,Yellow & Green,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0011-Squirtle-7/front/normal/7-gen4_dp.png,False
12,Wartortle,Water,White & Gray,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0012-Wartortle-8/front/normal/8-gen4_dp.png,False
12,Wartortle,Water,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0012-Wartortle-8/front/normal/8-gen4_hs.png,False
12,Wartortle,Water,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0012-Wartortle-8/front/normal/8-gen4_hs-frame2.png,False
12,Wartortle,Water,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0012-Wartortle-8/front/normal/8-gen5.png,False
13,Blastoise,Water,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0013-Blastoise-9/front/shiny/9-gen4_hs.png,False
13,Blastoise,Water,Red & Purple,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0013-Blastoise-9/front/shiny/9-gen4_dp.png,False
13,Blastoise,Water,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0013-Blastoise-9/front/shiny/9-gen4_hs-frame2.png,False
13,Blastoise,Water,Red & Purple,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0013-Blastoise-9/front/shiny/9-gen4_dp-frame2.png,False
13,Blastoise,Water,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0013-Blastoise-9/front/shiny/9-gen3_e.png,False
13,Blastoise,Water,Red & Purple,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0013-Blastoise-9/front/shiny/9-gen5.png,False
13,Blastoise,Water,Red,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0013-Blastoise-9/front/shiny/9-gen3_fl.png,False
13,Blastoise,Water,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0013-Blastoise-9/front/normal/9-gen4_hs.png,False
13,Blastoise,Water,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0013-Blastoise-9/front/normal/9-gen4_dp.png,False
13,Blastoise,Water,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0013-Blastoise-9/front/normal/9-gen4_dp-frame2.png,False
13,Blastoise,Water,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0013-Blastoise-9/front/normal/9-gen3_e.png,False
13,Blastoise,Water,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0013-Blastoise-9/front/normal/9-gen3_e-frame2.png,False
13,Blastoise,Water,Blue,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0013-Blastoise-9/front/normal/9-gen5.png,False
13,Blastoise,Water,Orange & Brown,Upright,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0013-Blastoise-9/front/normal/9-gen3_fl.png,False
16,Caterpie,Bug,Yellow & Green,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0016-Caterpie-10/front/shiny/10-gen4_dp-frame2.png,False
16,Caterpie,Bug,Yellow & Green,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0016-Caterpie-10/front/shiny/10-gen3_fl.png,False
16,Caterpie,Bug,Yellow & Green,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0016-Caterpie-10/front/shiny/10-gen4_hs.png,False
16,Caterpie,Bug,Yellow & Green,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0016-Caterpie-10/front/shiny/10-gen4_dp.png,False
16,Caterpie,Bug,Yellow & Green,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0016-Caterpie-10/front/shiny/10-gen3_e-frame2.png,False
16,Caterpie,Bug,Yellow & Green,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0016-Caterpie-10/front/shiny/10-gen5.png,False
16,Caterpie,Bug,Yellow & Green,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0016-Caterpie-10/front/shiny/10-gen4_hs-frame2.png,False
16,Caterpie,Bug,Yellow & Green,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0016-Caterpie-10/front/shiny/10-gen3_e.png,False
16,Caterpie,Bug,Yellow & Green,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0016-Caterpie-10/front/normal/10-gen4_dp-frame2.png,False
16,Caterpie,Bug,Yellow & Green,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0016-Caterpie-10/front/normal/10-gen3_fl.png,False
16,Caterpie,Bug,Yellow & Green,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0016-Caterpie-10/front/normal/10-gen4_hs.png,False
16,Caterpie,Bug,Yellow & Green,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0016-Caterpie-10/front/normal/10-gen4_dp.png,False
16,Caterpie,Bug,Yellow & Green,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0016-Caterpie-10/front/normal/10-gen3_e-frame2.png,False
16,Caterpie,Bug,Yellow & Green,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0016-Caterpie-10/front/normal/10-gen5.png,False
16,Caterpie,Bug,Yellow & Green,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0016-Caterpie-10/front/normal/10-gen4_hs-frame2.png,False
16,Caterpie,Bug,Yellow & Green,Armor,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0016-Caterpie-10/front/normal/10-gen3_e.png,False
17,Metapod,Bug,Red,Squiggle,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0017-Metapod-11/front/shiny/11-gen4_dp.png,False
17,Metapod,Bug,Red,Squiggle,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0017-Metapod-11/front/shiny/11-gen4_hs.png,False
17,Metapod,Bug,Red,Squiggle,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0017-Metapod-11/front/shiny/11-gen4_hs-frame2.png,False
17,Metapod,Bug,Red,Squiggle,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0017-Metapod-11/front/shiny/11-gen3_e.png,False
17,Metapod,Bug,Red,Squiggle,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0017-Metapod-11/front/shiny/11-gen3_fl.png,False
17,Metapod,Bug,Red,Squiggle,False,False,False,False,False,home/young/projects/pokemon_diffusion/data/03_primary/pokemon_sprites/images/0017-Metapod-11/front/shiny/11-gen5.png,False
